supplier_id,suplier_name,service_zips,product_categories,customer_satisfaction_score,can_mail_order?
SUP-0762,ProCare Medical Inc #762,"2166, 2339, 10070, 10207, 10259, 60886, 90261",commode,6.3,y
SUP-0763,QuickMed Rehab Direct #763,"60666-60701, 77196, 90263, 60603, 10244, 60692","rollator, shower chair, walker, cane, back brace, blood pressure monitor, heating pad, knee scooter",5.3,n
SUP-0764,FirstChoice Homecare Inc #764,90261-90281,ankle brace,5.2,y
SUP-0765,ProCare Mobility Partners #765,"2214, 2264, 2359, 10099, 10199, 60611, 60701, 77177, 77274, 90009, 90284","oxygen, ice machine, crutches, glucose meter, hospital bed, tens unit, commode, cervical collar, back brace, walker",8.8,n
SUP-0766,Allied Devices Hub #766,"2102, 2200, 10243, 77041, 77160, 77262, 77285, 77291","cpm machine, shower chair, cane, cpap, wheelchair, cervical collar, traction device, compression stockings",5.4,n
SUP-0767,Life Medical Hub #767,"90276-90298, 2204","heating pad, compression stockings, crutches, rollator, ice machine, knee scooter",7.6,y
SUP-0768,DME Wellness Direct #768,10071-10116,"heating pad, blood pressure monitor, cpap, walker, glucose meter, commode",5.9,y
SUP-0769,QuickMed Products Center #769,"2271, 2347, 10073, 10079, 10206, 60647, 60653, 60890, 77091, 90087, 90089, 90104, 90158, 90249",cervical collar,7.7,y
SUP-0770,FirstChoice Equipment Plus #770,2245-2271,blood pressure monitor,6.2,n
SUP-0771,Prime Medical Direct #771,"10080, 60781, 60859, 77066, 77129, 77240, 90056, 90061, 90097, 90213, 90259","nebulizer, oxygen, traction device, commode",8.7,n
SUP-0772,FirstChoice Ortho Depot #772,"2189, 2316, 10198, 10231, 60608, 60862, 77150, 77290","cpap, traction device, ice machine, cane, commode, knee scooter, glucose meter, tens unit, heating pad, nebulizer, compression stockings, rollator, blood pressure monitor, wheelchair, patient lift, walker",4.4,y
SUP-0773,Allied Therapeutics Group #773,"2132-2177, 77237, 90187, 60653","ice machine, hospital bed, cpm machine, back brace, nebulizer",5.5,y
SUP-0774,Central Supply Hub #774,"90106-90156, 90061","shower chair, patient lift, ankle brace, traction device, hospital bed, blood pressure monitor, glucose meter",9.3,n
SUP-0775,Vital Health Depot #775,00100-99999,"commode, patient lift, hospital bed",7.3,n
SUP-0776,Pacific Mobility Group #776,77007-77021,"cane, oxygen, hospital bed, nebulizer, back brace, commode, crutches, patient lift, ankle brace, wheelchair",9.7,n
SUP-0777,Health Solutions Source #777,"2237, 2313, 10031, 10042, 10152, 10157, 10174, 10269, 60776, 60823, 60853, 77254, 90147, 90245, 90283","cane, rollator, hospital bed, compression stockings, shower chair, crutches, glucose meter",6.9,n
SUP-0778,DME Solutions Depot #778,2250-2314,ice machine,5.7,n
SUP-0779,Vital Therapeutics Group #779,"2130, 2323, 2387, 10051, 10222, 60766, 60809, 77160, 90268, 90295","knee scooter, heating pad, nebulizer",6.2,n
SUP-0780,Med Health Express #780,"2173, 2275, 2364, 10172, 10290, 60828, 77213, 90020, 90067, 90285","nebulizer, cpm machine, ice machine, crutches, glucose meter, cervical collar",no ratings yet,n
SUP-0781,Sunrise Mobility Network #781,00100-99999,"nebulizer, patient lift, wheelchair, glucose meter, cpap, tens unit, knee scooter, traction device, blood pressure monitor, walker",no ratings yet,n
SUP-0782,Regional Equipment Center #782,00100-99999,"commode, compression stockings",5.9,n
SUP-0783,Health Rehab Direct #783,90250-90277,"ice machine, hospital bed, ankle brace, crutches, cane, wheelchair, tens unit, cpm machine, glucose meter, patient lift",6.2,y
SUP-0784,Prime Ortho Hub #784,"60866-60914, 2170, 2151, 77133","wheelchair, cervical collar, commode, oxygen, nebulizer, ankle brace, glucose meter, ice machine, traction device, blood pressure monitor, cpap, back brace, rollator, walker, cane, crutches, hospital bed, patient lift, cpm machine, knee scooter, heating pad, shower chair",6.6,n
SUP-0785,Med Services Depot #785,77177-77267,compression stockings,8.3,n
SUP-0786,National Services Hub #786,60888-60967,"blood pressure monitor, rollator, cervical collar, cane, compression stockings, cpm machine, commode",4.3,y
SUP-0787,QuickMed Devices Depot #787,60895-60980,"traction device, nebulizer, compression stockings, commode, ankle brace, cpap, wheelchair, blood pressure monitor, cervical collar, oxygen",7.9,n
SUP-0788,Health Equipment Express #788,2342-2393,"cpap, patient lift",6.1,n
SUP-0789,FirstChoice Services Corp #789,60872-60892,"commode, tens unit, cpm machine, cervical collar, ice machine, patient lift, knee scooter",7.6,n
SUP-0790,Central Products Partners #790,"2158, 2350, 60711, 60871, 77139, 90068, 90177, 90296","hospital bed, heating pad, commode, ankle brace, compression stockings, knee scooter, walker",4.8,y
SUP-0791,National Services LLC #791,"60858-60868, 77261, 10069, 90130, 77265, 90119","walker, cpm machine",8.8,y
SUP-0792,FirstChoice Devices Depot #792,77243-77335,"back brace, heating pad, ankle brace, shower chair, cervical collar, commode",7.7,y
SUP-0793,Central Prosthetics Network #793,"2318, 10128, 10200, 60646, 77099, 77270, 90062, 90110, 90146, 90260","traction device, glucose meter, commode, rollator, heating pad, oxygen, ankle brace, hospital bed",6.7,y
SUP-0794,QuickMed Equipment Source #794,"2112, 10092, 77108, 77266, 90051","commode, tens unit, ankle brace, crutches, cpm machine, patient lift, heating pad, cane, glucose meter",6.5,n
SUP-0795,Med Devices Plus #795,"10177, 77075, 77082, 90299","commode, ankle brace",6.6,n
SUP-0796,Metro Solutions Network #796,77068-77117,walker,7.4,y
SUP-0797,Elite Services Direct #797,"60607, 77064, 77110, 77233, 77260, 90233","nebulizer, heating pad",5.7,n
SUP-0798,Life Medical Network #798,77276-77358,"heating pad, tens unit, traction device, crutches, compression stockings",8.7,n
SUP-0799,Vital Prosthetics Source #799,10263-10299,"cpm machine, back brace, cane, oxygen, traction device",5.3,y
SUP-0800,Elite Mobility Depot #800,10166-10265,heating pad,7.3,y
SUP-0801,Central Wellness Partners #801,"60630, 60736, 77035, 77085","ankle brace, knee scooter, shower chair",5.6,y
SUP-0802,Metro Solutions Source #802,"2192, 2242, 10083, 10221, 60617, 60824, 77181, 90194","rollator, hospital bed, ankle brace, commode",6.3,n
SUP-0803,Sunrise Homecare Express #803,"2143, 10111, 10186, 10267, 10286, 10290, 60636, 60685, 60711, 60813, 77040, 90163","compression stockings, commode, crutches",8.2,n
SUP-0804,Metro Equipment Depot #804,60603-60674,cane,9.7,n
SUP-0805,Prime Rehab Plus #805,2225-2247,"cervical collar, hospital bed, glucose meter, crutches",6.8,y
SUP-0806,Med Services Plus #806,90014-90052,"cpap, heating pad, walker, glucose meter, oxygen, ankle brace, hospital bed",5.4,n
SUP-0807,Home Wellness Group #807,00100-99999,"glucose meter, hospital bed",5.9,y
SUP-0808,FirstChoice Medical Corp #808,"2192-2212, 90202, 2263, 10218, 2156","traction device, cane, tens unit, hospital bed, ankle brace, commode, glucose meter, cervical collar",7.6,y
SUP-0809,ProCare Medical Plus #809,2317-2333,"wheelchair, tens unit, cane, shower chair",8.5,n
SUP-0810,Pacific Prosthetics Express #810,"10092-10129, 60788, 90186, 10164, 77009, 10015","compression stockings, oxygen, shower chair, wheelchair",6.0,n
SUP-0811,ProCare Solutions Co #811,"2146, 10103, 60694, 60754, 60759, 60874, 77218, 90032, 90187, 90210","patient lift, cpm machine",6.8,y
SUP-0812,Health Devices LLC #812,"2292, 60814, 77211",patient lift,no ratings yet,n
SUP-0813,FirstChoice Mobility Corp #813,"2142, 2276, 2369, 10084, 10157, 60671, 60766, 77201, 90069, 90216",shower chair,7.2,n
SUP-0814,DME Mobility Express #814,"10173-10223, 60868, 60823, 10046",wheelchair,5.2,n
SUP-0815,Central Health Center #815,"2256, 2308, 10101, 60623, 77201, 90065, 90226","compression stockings, ice machine, cpm machine, wheelchair, walker",4.5,y
SUP-0816,Health Devices Direct #816,"60740-60750, 77126, 10039, 60851, 90150",cpm machine,7.5,y
SUP-0817,Metro Medical Source #817,"77291, 90057, 90263, 90296","rollator, ice machine, tens unit, shower chair, glucose meter, patient lift, hospital bed, nebulizer, ankle brace",4.9,y
SUP-0818,ProCare Equipment Plus #818,"2208-2252, 90183, 60801","traction device, rollator",5.7,y
SUP-0819,Prime Homecare Express #819,"2128, 2161, 10061, 60648, 77021, 90084, 90186","rollator, ice machine, ankle brace, crutches",5.6,n
SUP-0820,Metro Mobility Express #820,"2330, 2372, 10199, 10227, 10253, 60813, 60824, 77027, 77067, 77134, 77149, 77294","ice machine, shower chair, cpm machine",6.5,n
SUP-0821,Pacific Therapeutics Express #821,77207-77280,"knee scooter, commode, walker, hospital bed, crutches, ankle brace, patient lift, glucose meter",7.5,n
SUP-0822,DME Mobility Hub #822,2311-2345,"cpap, cervical collar, shower chair, traction device, oxygen, blood pressure monitor, ice machine, ankle brace, glucose meter, crutches",5.5,y
SUP-0823,Atlantic Medical Source #823,2383-2458,"knee scooter, heating pad, cpap, commode, nebulizer, compression stockings, glucose meter",no ratings yet,y
SUP-0824,Care Supply Hub #824,77228-77268,"oxygen, tens unit, cane, shower chair, glucose meter, commode, cpap, knee scooter, blood pressure monitor",no ratings yet,y
SUP-0825,Central Prosthetics Express #825,"2137-2173, 90271, 2304, 10248","tens unit, patient lift, ankle brace, knee scooter, nebulizer, back brace, crutches, hospital bed, rollator, commode",6.3,n
SUP-0826,ProCare Mobility Center #826,"2391, 10229, 77048, 77239, 90283","cervical collar, cpap, nebulizer, compression stockings",5.9,n
SUP-0827,FirstChoice Ortho Group #827,60752-60850,"walker, cpm machine, rollator, shower chair, back brace",9.0,y
SUP-0828,National Medical Group #828,"90186-90214, 90271, 77026, 2366","walker, knee scooter, traction device, crutches, cervical collar, shower chair, rollator, tens unit, hospital bed",7.4,n
SUP-0829,Home Devices Co #829,"2180, 2230, 2245, 2262, 2275, 60646, 60707, 60769, 60834, 77021, 77050, 90007, 90071, 90123","tens unit, commode, oxygen, nebulizer, hospital bed",no ratings yet,n
SUP-0830,Pacific Supply Corp #830,"10245, 77271, 90051, 90136, 90297",nebulizer,9.9,n
SUP-0831,Care Prosthetics Source #831,90117-90152,"hospital bed, tens unit",no ratings yet,y
SUP-0832,Med Solutions Express #832,"90041-90054, 2364, 2274, 77209, 77203","walker, tens unit, cpap",6.8,n
SUP-0833,Allied Therapeutics Corp #833,"2274, 10125, 10131, 10272, 60623, 77127","knee scooter, cane, patient lift, back brace, glucose meter",6.1,y
SUP-0834,FirstChoice Health Plus #834,"2201, 2314, 10205, 77142, 90012, 90030","rollator, ice machine",9.4,n
SUP-0835,Prime Devices Center #835,2101-2143,"cpm machine, nebulizer, tens unit, commode, glucose meter, oxygen, walker, rollator, crutches, shower chair",9.0,n
SUP-0836,Metro Services Corp #836,90159-90249,"nebulizer, ankle brace, glucose meter",5.2,y
SUP-0837,Central Products Corp #837,"2307, 10223, 60632, 60704, 77076, 77098, 77138, 77176, 90111, 90211","oxygen, nebulizer, cane, traction device",6.9,n
SUP-0838,Elite Products Inc #838,"60814, 77023, 77025, 77053, 90054, 90161","tens unit, shower chair, ice machine, wheelchair, cpm machine",6.7,n
SUP-0839,Atlantic Equipment Corp #839,"2125, 2357, 10012, 60633, 60648, 60808, 60857, 60874","back brace, ice machine, heating pad, tens unit, cervical collar, knee scooter, cpm machine, ankle brace, compression stockings",10.0,n
SUP-0840,National Prosthetics Partners #840,00100-99999,"glucose meter, patient lift, wheelchair, compression stockings, shower chair",7.4,y
SUP-0841,Pacific Homecare Plus #841,"90241-90253, 90213, 90251, 2201, 77213","back brace, cane, tens unit, glucose meter, cpm machine",6.4,n
SUP-0842,National Health Plus #842,"2101, 2354, 2379, 10152, 10181, 60615, 60667, 60674, 60850, 77010, 77012, 77111, 77204, 90012","patient lift, oxygen, crutches, walker",no ratings yet,n
SUP-0843,Med Prosthetics Center #843,60785-60852,"commode, glucose meter, knee scooter, cpap, traction device, heating pad, walker",8.1,n
SUP-0844,Care Equipment LLC #844,2303-2375,"back brace, oxygen, heating pad, ankle brace, rollator, ice machine, wheelchair, walker, glucose meter, hospital bed",6.8,y
SUP-0845,Pacific Products LLC #845,90048-90129,"commode, oxygen, blood pressure monitor, rollator, knee scooter, compression stockings, traction device, ice machine, cpm machine, cpap",8.8,n
SUP-0846,Med Equipment Depot #846,2371-2469,"ankle brace, hospital bed, rollator, crutches, wheelchair, walker, shower chair, patient lift, cpap",5.3,y
SUP-0847,Metro Devices Depot #847,90235-90328,"heating pad, walker, rollator, cervical collar, compression stockings, tens unit, shower chair, crutches, commode, back brace",no ratings yet,n
SUP-0848,Health Ortho Inc #848,10168-10218,"compression stockings, wheelchair, crutches, commode, ice machine, cpm machine, cpap, walker, heating pad, ankle brace, blood pressure monitor, patient lift, back brace, oxygen, knee scooter, hospital bed, cane, rollator, traction device, glucose meter, cervical collar",7.4,n
SUP-0849,Med Equipment Express #849,"90063-90083, 10247, 2205","wheelchair, glucose meter, ice machine, compression stockings, tens unit, blood pressure monitor, oxygen, heating pad",8.4,n
SUP-0850,ProCare Medical Co #850,"10134, 10205, 60618, 60637, 60729, 60741, 60822, 60892, 90140","tens unit, hospital bed",10.0,n
SUP-0851,Pacific Medical Inc #851,77290-77301,cervical collar,no ratings yet,n
SUP-0852,Health Medical Hub #852,60791-60880,"ice machine, commode, oxygen",7.4,n
SUP-0853,Life Services LLC #853,10255-10291,"cpm machine, shower chair, glucose meter, ankle brace",5.5,y
SUP-0854,Home Rehab Direct #854,00100-99999,"commode, cane, ankle brace",9.7,y
SUP-0855,Central Health LLC #855,"2313-2357, 10276, 90040, 90109, 10002","cpm machine, cervical collar, glucose meter, traction device, patient lift",5.2,n
SUP-0856,Elite Supply Inc #856,"10169, 10195, 10293, 77163, 90155","shower chair, cane, cpap, traction device, cpm machine, commode, crutches, glucose meter",5.4,n
SUP-0857,Elite Therapeutics Express #857,60668-60719,"rollator, wheelchair, back brace",7.7,n
SUP-0858,Life Medical Inc #858,77083-77143,"nebulizer, heating pad, compression stockings, tens unit, rollator",5.0,n
SUP-0859,ProCare Devices Corp #859,10144-10237,"glucose meter, commode, cpm machine, wheelchair, nebulizer, patient lift, knee scooter, cane",6.0,y
SUP-0860,Atlantic Mobility Depot #860,00100-99999,"cpap, knee scooter",8.5,y
SUP-0861,National Equipment Network #861,"2237, 2250, 2337, 10170, 10291, 60817, 60896, 77075, 77101, 90198","compression stockings, wheelchair",4.4,n
SUP-0862,QuickMed Therapeutics Co #862,60877-60916,"commode, heating pad, wheelchair, cane, traction device, cpap, cervical collar, ice machine, compression stockings, patient lift",no ratings yet,n
SUP-0863,Regional Solutions Direct #863,"2344-2383, 10279, 90282, 60617",cpm machine,6.6,n
SUP-0864,Prime Rehab Source #864,10031-10093,nebulizer,7.2,n
SUP-0865,Metro Mobility Center #865,"10145, 10288, 60720, 60803, 77098, 77165, 77211, 77267, 90016","wheelchair, rollator, traction device, cervical collar, compression stockings, knee scooter",no ratings yet,y
SUP-0866,Pacific Medical Depot #866,"2168, 2277, 10211, 77177, 90030, 90092, 90157","patient lift, wheelchair",4.3,y
SUP-0867,Pacific Rehab Corp #867,"10196-10222, 90088","walker, nebulizer, crutches",10.0,n
SUP-0868,Sunrise Prosthetics Partners #868,"2216, 2244, 10117, 10216, 60866, 60888, 77217, 77266, 77275, 90111, 90116, 90241, 90287","heating pad, blood pressure monitor, ankle brace, cane",10.0,n
SUP-0869,Elite Wellness Group #869,60654-60754,"shower chair, oxygen, traction device, hospital bed, back brace",4.8,n
SUP-0870,Elite Health LLC #870,"77185-77232, 60866, 60809, 90276, 10082, 60714","knee scooter, rollator, oxygen, back brace, hospital bed, ice machine, ankle brace, compression stockings, commode",no ratings yet,n
SUP-0871,DME Solutions Direct #871,2230-2285,"heating pad, cpap, cpm machine, knee scooter, back brace, glucose meter, tens unit, traction device",5.6,y
SUP-0872,Vital Ortho Network #872,60806-60860,"nebulizer, blood pressure monitor, glucose meter, heating pad, shower chair, patient lift, cpap",5.9,y
SUP-0873,Regional Services Hub #873,77196-77231,"heating pad, glucose meter, knee scooter, commode, ankle brace",no ratings yet,n
SUP-0874,QuickMed Homecare Depot #874,90276-90308,"compression stockings, blood pressure monitor",no ratings yet,n
SUP-0875,Regional Prosthetics Corp #875,"2295, 10213, 10273, 60604, 60727, 60791, 60815, 90061","glucose meter, cpap",10.0,y
SUP-0876,Vital Equipment Depot #876,"10254-10278, 77204, 77164","cervical collar, ankle brace, crutches",9.0,n
SUP-0877,Central Therapeutics Express #877,"77212-77233, 2393, 60821, 90089, 2382, 60795","cpm machine, ice machine, heating pad, traction device, cpap, glucose meter, patient lift, tens unit",no ratings yet,n
SUP-0878,Pacific Prosthetics Network #878,"77276-77323, 10198, 2243","glucose meter, cane, shower chair, cpap, heating pad, patient lift, tens unit, knee scooter, cpm machine, crutches",7.3,n
SUP-0879,ProCare Wellness Hub #879,"2122, 2348, 2350, 10046, 90136",heating pad,6.9,y
SUP-0880,Allied Devices Corp #880,"10252-10289, 60814, 77142","patient lift, walker, traction device, crutches, glucose meter, cpap, oxygen, ice machine",no ratings yet,n
SUP-0881,Elite Services Network #881,00100-99999,"rollator, cane, blood pressure monitor, shower chair, traction device, oxygen, ice machine, commode",6.5,y
SUP-0882,Sunrise Ortho Center #882,"77016-77057, 60682",hospital bed,8.4,n
SUP-0883,FirstChoice Equipment Network #883,"60640, 60730, 77065, 90253","nebulizer, blood pressure monitor, commode, cpm machine",6.5,y
SUP-0884,Med Services Plus #884,90132-90144,"patient lift, back brace, traction device, heating pad, cane, commode",no ratings yet,n
SUP-0885,Care Medical Partners #885,"2357, 2367, 60770","compression stockings, tens unit, shower chair, nebulizer, commode, patient lift, wheelchair",8.9,y
SUP-0886,Atlantic Devices Inc #886,"77260-77279, 10063, 90079, 10080, 2304","crutches, wheelchair, cane, heating pad, commode, rollator",8.3,n
SUP-0887,FirstChoice Supply Hub #887,"2121, 2135, 2326, 2339, 10135, 10239, 60693, 60695, 60799, 77206, 90153, 90174","nebulizer, compression stockings, hospital bed",no ratings yet,y
SUP-0888,FirstChoice Ortho Network #888,"90051-90094, 90163","rollator, wheelchair, patient lift, oxygen, hospital bed, traction device, compression stockings, crutches, glucose meter, blood pressure monitor",8.2,n
SUP-0889,Central Mobility LLC #889,2154-2205,"crutches, nebulizer, traction device, walker, back brace",10.0,y
SUP-0890,Med Solutions Hub #890,90278-90310,"patient lift, ankle brace, back brace, crutches, hospital bed, compression stockings",4.3,n
SUP-0891,Central Homecare Express #891,77261-77318,"compression stockings, cane, knee scooter, commode, cpap, glucose meter",no ratings yet,y
SUP-0892,Prime Devices Depot #892,10196-10232,"crutches, ankle brace, cpap, glucose meter, commode, hospital bed, traction device, heating pad, rollator, walker, blood pressure monitor, ice machine",6.3,n
SUP-0893,Allied Rehab Direct #893,60705-60798,"ice machine, walker, ankle brace, wheelchair, tens unit, hospital bed, cpm machine, compression stockings",5.0,n
SUP-0894,Regional Medical Source #894,77115-77134,"commode, nebulizer, blood pressure monitor, wheelchair, patient lift, glucose meter",7.2,n
SUP-0895,Regional Solutions Express #895,"2223, 2265, 2340, 10074, 10178, 10223, 10245, 10261, 60811, 77113, 77115, 77237","cane, cpap",no ratings yet,y
SUP-0896,Med Ortho Source #896,77224-77312,"knee scooter, shower chair, back brace",2.9,n
SUP-0897,Pacific Medical Hub #897,00100-99999,cpm machine,6.9,y
SUP-0898,Prime Rehab Depot #898,"2239, 10131, 60690, 77015, 77078, 77100, 77163, 77299, 90089","ankle brace, knee scooter, blood pressure monitor, cpap, shower chair, oxygen, crutches, commode, cervical collar",6.7,y
SUP-0899,QuickMed Therapeutics Co #899,77165-77222,cane,7.7,y
SUP-0900,Care Devices Co #900,90062-90100,"rollator, patient lift, blood pressure monitor, ankle brace, nebulizer, wheelchair",6.6,n
SUP-0901,Metro Products Plus #901,60833-60904,"knee scooter, patient lift, heating pad, cpap, cervical collar, crutches, commode, hospital bed, cpm machine, wheelchair, blood pressure monitor, walker, traction device",no ratings yet,n
SUP-0902,Home Medical Plus #902,"2130, 2147, 10257, 60725, 60826, 60834, 60858, 60865, 77128, 77166, 90088","knee scooter, heating pad, glucose meter, traction device, hospital bed",no ratings yet,n
SUP-0903,Metro Supply Source #903,"2152, 2326, 60747, 90072, 90155, 90298","heating pad, tens unit, crutches, compression stockings, hospital bed, cervical collar, nebulizer, cane, knee scooter",9.0,n
SUP-0904,Sunrise Mobility Co #904,"2111, 2263, 2333, 60790, 60887, 77022, 77071, 90155",compression stockings,6.4,n
SUP-0905,Elite Ortho Inc #905,90102-90131,"cpap, wheelchair, cervical collar, nebulizer, glucose meter",6.0,n
SUP-0906,QuickMed Homecare Depot #906,"10034-10049, 10018","back brace, glucose meter, blood pressure monitor, walker, heating pad, compression stockings, cervical collar, rollator, crutches, ice machine, wheelchair, commode, nebulizer, hospital bed, shower chair, cpap, cpm machine, traction device, tens unit, knee scooter, oxygen, patient lift, ankle brace, cane",7.9,n
SUP-0907,Sunrise Mobility Inc #907,2244-2342,"cane, traction device, cervical collar, knee scooter, wheelchair, back brace, walker",8.3,n
SUP-0908,FirstChoice Equipment Center #908,00100-99999,"knee scooter, rollator, walker, commode, wheelchair, ankle brace, nebulizer, heating pad",10.0,y
SUP-0909,Home Devices Corp #909,77057-77152,tens unit,6.8,n
SUP-0910,Med Services Hub #910,"2109-2158, 60858, 77048, 60750, 77219, 77095","nebulizer, glucose meter",8.0,y
SUP-0911,ProCare Mobility Partners #911,00100-99999,"traction device, blood pressure monitor, glucose meter, patient lift, back brace, cervical collar, ankle brace, tens unit, crutches",7.4,n
SUP-0912,Regional Mobility Co #912,60793-60845,"ice machine, walker, glucose meter, cervical collar, heating pad",5.4,y
SUP-0913,ProCare Rehab Depot #913,"2246, 2375, 10048, 10134, 10153, 10220, 10233, 10264, 60655, 60767, 77017, 77064, 77199","blood pressure monitor, ankle brace, walker, glucose meter, shower chair, wheelchair",6.4,n
SUP-0914,ProCare Products Network #914,"10008, 10116, 10167, 10188, 10217, 10250, 10285, 60889, 77082, 77110, 90059, 90247, 90275","compression stockings, back brace, blood pressure monitor, hospital bed, glucose meter, oxygen, wheelchair",8.4,n
SUP-0915,Life Wellness Corp #915,90032-90098,ankle brace,no ratings yet,n
SUP-0916,Allied Equipment Express #916,77064-77163,"commode, glucose meter, cpap, wheelchair, hospital bed, rollator, crutches",10.0,n
SUP-0917,National Supply Direct #917,"2290, 10015, 77032, 77195, 77217, 77278, 90146, 90204",blood pressure monitor,7.4,n
SUP-0918,Central Health Depot #918,2107-2203,rollator,6.7,n
SUP-0919,Sunrise Products LLC #919,60831-60886,"heating pad, nebulizer, crutches, walker, glucose meter, patient lift, compression stockings, cpap, commode",no ratings yet,y
SUP-0920,ProCare Rehab Plus #920,"2130, 2153, 2155, 10051, 10286, 10291, 60651, 60784, 60792, 60821, 60828, 60862, 77007, 77014, 90099","traction device, commode, cervical collar, rollator, compression stockings",no ratings yet,y
SUP-0921,Home Solutions Partners #921,"2200, 2329, 60624, 60806, 77026, 77091, 77168, 77270, 90047, 90287","commode, nebulizer, traction device, back brace, heating pad",8.2,n
SUP-0922,National Equipment Group #922,2211-2274,"tens unit, commode, glucose meter, crutches",7.5,n
SUP-0923,DME Devices Inc #923,60792-60890,"rollator, nebulizer, blood pressure monitor, ankle brace, knee scooter, heating pad, ice machine, cpap",6.5,n
SUP-0924,Pacific Products Plus #924,90175-90258,"cervical collar, glucose meter, tens unit, rollator, cpap, traction device, shower chair",8.0,y
SUP-0925,Elite Wellness Co #925,"60661, 60789, 77005, 90082",nebulizer,9.9,n
SUP-0926,Med Wellness Direct #926,60674-60730,"nebulizer, cpap, walker, tens unit, ankle brace, glucose meter",4.9,n
SUP-0927,Vital Equipment Center #927,"2196, 2302, 60646, 77087, 77111, 90028, 90043, 90127","wheelchair, back brace, compression stockings, oxygen, tens unit, crutches, cpap, hospital bed",7.1,y
SUP-0928,Home Solutions Co #928,00100-99999,"blood pressure monitor, heating pad, knee scooter, cervical collar, traction device, hospital bed, patient lift, commode, shower chair",6.8,y
SUP-0929,Allied Wellness Corp #929,"2132, 2181, 2335, 10035, 10108, 10254, 10264, 60664, 60671, 77035, 77285, 90006","wheelchair, hospital bed, patient lift, ankle brace",6.1,y
SUP-0930,Health Products Corp #930,"2221, 2251, 2274, 2368, 10081, 10115, 10131, 10140, 10210, 10271, 10287, 77012, 90266, 90273, 90285",walker,5.8,n
SUP-0931,Atlantic Services LLC #931,"2122, 2212, 2278, 2320, 2326, 10128, 10143, 10184, 60813, 60823, 60855, 77019, 77126, 90119, 90227",cpm machine,9.1,y
SUP-0932,Metro Wellness Co #932,00100-99999,"cervical collar, oxygen, glucose meter, traction device, hospital bed, shower chair, ankle brace",7.8,y
SUP-0933,Care Products Source #933,90035-90050,"compression stockings, cpap",9.3,n
SUP-0934,Atlantic Therapeutics Network #934,"2302, 10016, 77013, 77278, 90080, 90090","oxygen, hospital bed, commode, compression stockings",7.1,y
SUP-0935,Prime Services Corp #935,"2116, 2128, 2252, 10060, 10086, 10231, 60833, 77080, 77121, 77286, 90040, 90139, 90180","wheelchair, compression stockings",4.8,n
SUP-0936,Prime Rehab Hub #936,60838-60854,"rollator, cpm machine, compression stockings, oxygen, ankle brace, crutches, shower chair",5.9,y
SUP-0937,Pacific Supply Plus #937,"2268-2307, 90037, 77040, 2210, 2187","traction device, cpap, blood pressure monitor, shower chair",no ratings yet,y
SUP-0938,Care Devices Co #938,"60601-60630, 60784, 90297, 2367, 77028",heating pad,7.6,n
SUP-0939,Med Solutions Direct #939,60618-60643,"knee scooter, compression stockings, cane, tens unit",8.5,n
SUP-0940,Care Rehab Plus #940,"2136, 10177, 77182, 90289","walker, patient lift, cpm machine, traction device, ankle brace, rollator, nebulizer, blood pressure monitor, cervical collar, cane",no ratings yet,n
SUP-0941,Care Medical Plus #941,"2385, 10028, 10091, 10130, 60847, 77060, 77277, 77278, 90149, 90258","cpm machine, ankle brace, traction device, wheelchair, compression stockings, cpap, knee scooter",7.5,n
SUP-0942,Central Therapeutics Source #942,77025-77071,"knee scooter, nebulizer, patient lift, commode",7.0,n
SUP-0943,Vital Therapeutics Inc #943,"2161, 2216, 2392, 60601, 60713, 60714, 60765, 60825, 60836, 77004, 77058, 90182, 90188","ice machine, blood pressure monitor, shower chair, cpm machine",6.3,n
SUP-0944,Vital Prosthetics Depot #944,"2241, 60706, 90085",glucose meter,8.2,n
SUP-0945,Life Prosthetics Center #945,77203-77223,"oxygen, patient lift, back brace, wheelchair, cane, rollator",no ratings yet,n
SUP-0946,Life Homecare Group #946,60851-60875,"patient lift, hospital bed, oxygen, traction device",7.3,n
SUP-0947,DME Supply Depot #947,77097-77107,"cane, nebulizer, cervical collar, blood pressure monitor, crutches, cpap, hospital bed, shower chair, compression stockings, cpm machine",8.4,n
SUP-0948,Prime Medical Co #948,00100-99999,commode,6.8,n
SUP-0949,DME Mobility Partners #949,10154-10207,"crutches, ice machine, shower chair",6.5,n
SUP-0950,Sunrise Devices Co #950,10256-10306,"walker, nebulizer, hospital bed, patient lift",5.2,n
SUP-0951,FirstChoice Medical Direct #951,00100-99999,"nebulizer, cpm machine",7.9,y
SUP-0952,DME Wellness Direct #952,77241-77255,"compression stockings, shower chair, ice machine, cane, ankle brace",5.1,y
SUP-0953,QuickMed Wellness LLC #953,2241-2340,"cpm machine, rollator",no ratings yet,n
SUP-0954,Life Rehab Plus #954,"10082, 60681, 60876, 77296, 90036",cervical collar,5.8,y
SUP-0955,FirstChoice Wellness Group #955,00100-99999,"hospital bed, back brace, crutches, commode, cpap, glucose meter, nebulizer",4.8,n
SUP-0956,DME Equipment Inc #956,"2101, 2220, 2279, 2356, 10043, 10049, 60753, 60757, 60883, 90225, 90236, 90255","ice machine, nebulizer, back brace, cpm machine, wheelchair, patient lift",7.8,y
